eprintid	rev_number	eprint_status	userid	dir	datestamp	lastmod	status_changed	type	metadata_visibility	sword_depositor	title	ispublished	date	date_type	id_number	official_url	PMID	full_text_status	publication	pagerange	refereed	issn	Attribute:id	abstract	volume	number	pmcid	publisher
40728	7	archive	39	disk0/00/04/07/28	10/6/22 23:27	10/6/22 23:27	10/6/22 23:27	article	show	39	Long-range functional loops in the mouse olfactory system and their roles in computing odor identity	pub	9/26/22	published	10.1016/j.neuron.2022.09.005	https://www.ncbi.nlm.nih.gov/pubmed/36174573	36174573	none	Neuron	S0896-6273(22)00810	TRUE	0896-6273	https://repository.cshl.edu/id/eprint/40728	"Elucidating the neural circuits supporting odor identification remains an open challenge. Here, we analyze the contribution of the two output cell types of the mouse olfactory bulb (mitral and tufted cells) to decode odor identity and concentration and its dependence on top-down feedback from their respective major cortical targets: piriform cortex versus anterior olfactory nucleus. We find that tufted cells substantially outperform mitral cells in decoding both odor identity and intensity. Cortical feedback selectively regulates the activity of its dominant bulb projection cell type and implements different computations. Piriform feedback specifically restructures mitral responses, whereas feedback from the anterior olfactory nucleus preferentially controls the gain of tufted representations without altering their odor tuning. Our results identify distinct functional loops involving the mitral and tufted cells and their cortical targets. We suggest that in addition to the canonical mitral-to-piriform pathway, tufted cells and their target regions are ideally positioned to compute odor identity."				
40731	6	archive	39	disk0/00/04/07/31	10/7/22 0:46	10/7/22 0:46	10/7/22 0:46	article	show	39	At home and away: A mobile transcription factor regulates meristem development in discrete spatial domains	pub	9/26/22	published	10.1093/plphys/kiac453	https://www.ncbi.nlm.nih.gov/pubmed/36161497	36161497	public	Plant Physiology	kiac453	TRUE	0032-0889	https://repository.cshl.edu/id/eprint/40731					
40734	6	archive	39	disk0/00/04/07/34	10/14/22 1:04	10/14/22 1:04	10/14/22 1:04	article	show	39	Rare copy number variation in posttraumatic stress disorder	pub	9/21/22	published	10.1038/s41380-022-01776-4	https://www.ncbi.nlm.nih.gov/pubmed/36131047	36131047	public	Molecular Psychiatry		TRUE	1359-4184	https://repository.cshl.edu/id/eprint/40734	"Posttraumatic stress disorder (PTSD) is a heritable (h2 = 24-71%) psychiatric illness. Copy number variation (CNV) is a form of rare genetic variation that has been implicated in the etiology of psychiatric disorders, but no large-scale investigation of CNV in PTSD has been performed. We present an association study of CNV burden and PTSD symptoms in a sample of 114,383 participants (13,036 cases and 101,347 controls) of European ancestry. CNVs were called using two calling algorithms and intersected to a consensus set. Quality control was performed to remove strong outlier samples. CNVs were examined for association with PTSD within each cohort using linear or logistic regression analysis adjusted for population structure and CNV quality metrics, then inverse variance weighted meta-analyzed across cohorts. We examined the genome-wide total span of CNVs, enrichment of CNVs within specified gene-sets, and CNVs overlapping individual genes and implicated neurodevelopmental regions. The total distance covered by deletions crossing over known neurodevelopmental CNV regions was significant (beta = 0.029, SE = 0.005, P = 6.3 × 10-8). The genome-wide neurodevelopmental CNV burden identified explains 0.034% of the variation in PTSD symptoms. The 15q11.2 BP1-BP2 microdeletion region was significantly associated with PTSD (beta = 0.0206, SE = 0.0056, P = 0.0002). No individual significant genes interrupted by CNV were identified. 22 gene pathways related to the function of the nervous system and brain were significant in pathway analysis (FDR q < 0.05), but these associations were not significant once NDD regions were removed. A larger sample size, better detection methods, and annotated resources of CNV are needed to explore this relationship further."				
40722	15	archive	39	disk0/00/04/07/22	9/27/22 22:00	9/27/22 22:00	9/27/22 22:00	article	show	39	SR Splicing Factors Promote Cancer via Multiple Regulatory Mechanisms	pub	9/16/22	published	10.3390/genes13091659	https://www.ncbi.nlm.nih.gov/pubmed/36140826	36140826	public	Genes	1659	FALSE	2073-4425	https://repository.cshl.edu/id/eprint/40722	"Substantial emerging evidence supports that dysregulated RNA metabolism is associated with tumor initiation and development. Serine/Arginine-Rich proteins (SR) are a number of ultraconserved and structurally related proteins that contain a characteristic RS domain rich in arginine and serine residues. SR proteins perform a critical role in spliceosome assembling and conformational transformation, contributing to precise alternative RNA splicing. Moreover, SR proteins have been reported to participate in multiple other RNA-processing-related mechanisms than RNA splicing, such as genome stability, RNA export, and translation. The dysregulation of SR proteins has been reported to contribute to tumorigenesis through multiple mechanisms. Here we reviewed the different biological roles of SR proteins and strategies for functional rectification of SR proteins that may serve as potential therapeutic approaches for cancer."	13	9	PMC9498594	
40726	4	archive	39	disk0/00/04/07/26	9/29/22 21:57	9/29/22 21:57	9/29/22 21:57	article	show	39	On the parameter combinations that matter and on those that do not: Data-driven studies of parameter (non)identifiability	pub	9/14/22		10.1093/pnasnexus/pgac154	https://academic.oup.com/pnasnexus/article/1/4/pgac154/6697026	/6697026	public	PNAS Nexus	pgac154	TRUE	2752-6542	https://repository.cshl.edu/id/eprint/40726	"We present a data-driven approach to characterizing nonidentifiability of a model’s parameters and illustrate it through dynamic as well as steady kinetic models. By employing Diffusion Maps and their extensions, we discover the minimal combinations of parameters required to characterize the output behavior of a chemical system: a set of effective parameters for the model. Furthermore, we introduce and use a Conformal Autoencoder Neural Network technique, as well as a kernel-based Jointly Smooth Function technique, to disentangle the redundant parameter combinations that do not affect the output behavior from the ones that do. We discuss the interpretability of our data-driven effective parameters, and demonstrate the utility of the approach both for behavior prediction and parameter estimation. In the latter task, it becomes important to describe level sets in parameter space that are consistent with a particular output behavior. We validate our approach on a model of multisite phosphorylation, where a reduced set of effective parameters (nonlinear combinations of the physical ones) has previously been established analytically."	1	4		
40720	4	archive	39	disk0/00/04/07/20	9/20/22 21:23	9/20/22 21:23	9/20/22 21:23	article	show	39	ΔNp63α in cancer: importance and therapeutic opportunities	pub	9/14/22	published	10.1016/j.tcb.2022.08.003	https://www.ncbi.nlm.nih.gov/pubmed/36115734	36115734	none	Trends in Cell Biology	S0962-8924(22)00194	FALSE	0962-8924	https://repository.cshl.edu/id/eprint/40720	"Our understanding of cancer and the key pathways that drive cancer survival has expanded rapidly over the past several decades. However, there are still important challenges that continue to impair patient survival, including our inability to target cancer stem cells (CSCs), metastasis, and drug resistance. The transcription factor p63 is a p53 family member with multiple isoforms that carry out a wide array of functions. Here, we discuss the critical importance of the ΔNp63α isoform in cancer and potential therapeutic strategies to target ΔNp63α expression to impair the CSC population, as well as to prevent metastasis and drug resistance to improve patient survival."				
40717	11	archive	39	disk0/00/04/07/17	9/15/22 20:49	9/15/22 20:49	9/15/22 20:49	article	show	39	Diversity oriented clicking delivers β-substituted alkenyl sulfonyl fluorides as covalent human neutrophil elastase inhibitors	pub	9/13/22	published	10.1073/pnas.2208540119	https://www.ncbi.nlm.nih.gov/pubmed/36070343	36070343	public	Proceedings of the National Academy of Sciences of USA	e2208540119	TRUE	0027-8424	https://repository.cshl.edu/id/eprint/40717	"Diversity Oriented Clicking (DOC) is a discovery method geared toward the rapid synthesis of functional libraries. It combines the best attributes of both classical and modern click chemistries. DOC strategies center upon the chemical diversification of core ""SuFExable"" hubs-exemplified by 2-Substituted-Alkynyl-1-Sulfonyl Fluorides (SASFs)-enabling the modular assembly of compounds through multiple reaction pathways. We report here a range of stereoselective Michael-type addition pathways from SASF hubs including reactions with secondary amines, carboxylates, 1H-1,2,3-triazole, and halides. These high yielding conjugate addition pathways deliver unprecedented β-substituted alkenyl sulfonyl fluorides as single isomers with minimal purification, greatly enriching the repertoire of DOC and holding true to the fundamentals of modular click chemistry. Further, we demonstrate the potential for biological function - a key objective of click chemistry - of this family of SASF-derived molecules as covalent inhibitors of human neutrophil elastase."	119	37		
40721	4	archive	39	disk0/00/04/07/21	9/20/22 21:36	9/20/22 21:36	9/20/22 21:36	article	show	39	Accurate measurement of microsatellite length by disrupting its tandem repeat structure	pub	9/12/22	published	10.1093/nar/gkac723	https://www.ncbi.nlm.nih.gov/pubmed/36095132	36095132	public	Nucleic Acids Research	gkac723	TRUE	0305-1048	https://repository.cshl.edu/id/eprint/40721	"Tandem repeats of simple sequence motifs, also known as microsatellites, are abundant in the genome. Because their repeat structure makes replication error-prone, variant microsatellite lengths are often generated during germline and other somatic expansions. As such, microsatellite length variations can serve as markers for cancer. However, accurate error-free measurement of microsatellite lengths is difficult with current methods precisely because of this high error rate during amplification. We have solved this problem by using partial mutagenesis to disrupt enough of the repeat structure of initial templates so that their sequence lengths replicate faithfully. In this work, we use bisulfite mutagenesis to convert a C to a U, later read as T. Compared to untreated templates, we achieve three orders of magnitude reduction in the error rate per round of replication. By requiring agreement from two independent first copies of an initial template, we reach error rates below one in a million. We apply this method to a thousand microsatellite loci from the human genome, revealing microsatellite length distributions not observable without mutagenesis."				
40750	15	archive	39	disk0/00/04/07/50	11/8/22 20:41	11/8/22 20:41	11/8/22 20:41	article	show	39	Architecture of the yeast Pol III pre-termination complex and pausing mechanism on poly(dT) termination signals	pub	9/6/22	published	10.1016/j.celrep.2022.111316	https://www.ncbi.nlm.nih.gov/pubmed/36070694	36070694	public	Cell Reports	111316	TRUE	2211-1247	https://repository.cshl.edu/id/eprint/40750	"RNA polymerase (Pol) III is specialized to transcribe short, abundant RNAs, for which it terminates transcription on polythymine (dT) stretches on the non-template (NT) strand. When Pol III reaches the termination signal, it pauses and forms the pre-termination complex (PTC). Here, we report cryoelectron microscopy (cryo-EM) structures of the yeast Pol III PTC and complementary functional states at resolutions of 2.7-3.9 Å. Pol III recognizes the poly(dT) termination signal with subunit C128 that forms a hydrogen-bond network with the NT strand and, thereby, induces pausing. Mutating key interacting residues interferes with transcription termination in vitro, impairs yeast growth, and causes global termination defects in vivo, confirming our structural results. Additional cryo-EM analysis reveals that C53-C37, a Pol III subcomplex and key termination factor, participates indirectly in Pol III termination. We propose a mechanistic model of Pol III transcription termination and rationalize why Pol III, unlike Pol I and Pol II, terminates on poly(dT) signals."	40	10		
40718	10	archive	39	disk0/00/04/07/18	9/15/22 21:01	9/15/22 21:01	9/15/22 21:01	article	show	39	Distinct ankyrin repeat subdomains control VAPYRIN locations and intracellular accommodation functions during arbuscular mycorrhizal symbiosis	pub	9/5/22	published	10.1038/s41467-022-32124-3	https://www.ncbi.nlm.nih.gov/pubmed/36064777	36064777	public	Nature Communications	5228	TRUE	2041-1723	https://repository.cshl.edu/id/eprint/40718	"Over 70% of vascular flowering plants engage in endosymbiotic associations with arbuscular mycorrhizal (AM) fungi. VAPYRIN (VPY) is a plant protein that is required for intracellular accommodation of AM fungi but how it functions is still unclear. VPY has a large ankyrin repeat domain with potential for interactions with multiple proteins. Here we show that overexpression of the ankyrin repeat domain results in a vpy-like phenotype, consistent with the sequestration of interacting proteins. We identify distinct ankyrin repeats that are essential for intracellular accommodation of arbuscules and reveal that VPY functions in both the cytoplasm and nucleus. VPY interacts with two kinases, including DOES NOT MAKE INFECTIONS3 (DMI3), a nuclear-localized symbiosis signaling kinase. Overexpression of VPY in a symbiosis-attenuated genetic background results in a dmi3 -like phenotype suggesting that VPY negatively influences DMI3 function. Overall, the data indicate a requirement for VPY in the nucleus and cytoplasm where it may coordinate signaling and cellular accommodation processes."	13	1	PMC9445082	
40707	6	archive	39	disk0/00/04/07/07	9/6/22 21:51	9/6/22 21:51	9/6/22 21:51	article	show	39	Sirtuin 6 maintains epithelial STAT6 activity to support intestinal tuft cell development and type 2 immunity	pub	9/3/22	published	10.1038/s41467-022-32846-4	https://www.ncbi.nlm.nih.gov/pubmed/36057627	36057627	public	Nature Communications	5192	TRUE	2041-1723	https://repository.cshl.edu/id/eprint/40707	"Dynamic regulation of intestinal epithelial cell (IEC) differentiation is crucial for both homeostasis and the response to helminth infection. SIRT6 belongs to the NAD+-dependent deacetylases and has established diverse roles in aging, metabolism and disease. Here, we report that IEC Sirt6 deletion leads to impaired tuft cell development and type 2 immunity in response to helminth infection, thereby resulting in compromised worm expulsion. Conversely, after helminth infection, IEC SIRT6 transgenic mice exhibit enhanced epithelial remodeling process and more efficient worm clearance. Mechanistically, Sirt6 ablation causes elevated Socs3 expression, and subsequently attenuated tyrosine 641 phosphorylation of STAT6 in IECs. Notably, intestinal epithelial overexpression of constitutively activated STAT6 (STAT6vt) in mice is sufficient to induce the expansion of tuft and goblet cell linage. Furthermore, epithelial STAT6vt overexpression remarkedly reverses the defects in intestinal epithelial remodeling caused by Sirt6 ablation. Our results reveal a novel function of SIRT6 in regulating intestinal epithelial remodeling and mucosal type 2 immunity in response to helminth infection."	13	1		
40706	6	archive	39	disk0/00/04/07/06	9/6/22 21:38	9/6/22 21:38	9/6/22 21:38	article	show	39	Endogenous DOPA inhibits melanoma through suppression of CHRM1 signaling	pub	9/2/22	published	10.1126/sciadv.abn4007	https://www.ncbi.nlm.nih.gov/pubmed/36054350	36054350	public	Science Advances	eabn4007	TRUE	2375-2548	https://repository.cshl.edu/id/eprint/40706	"Melanoma risk is 30 times higher in people with lightly pigmented skin versus darkly pigmented skin. Using primary human melanocytes representing the full human skin pigment continuum and preclinical melanoma models, we show that cell-intrinsic differences between dark and light melanocytes regulate melanocyte proliferative capacity and susceptibility to malignant transformation, independent of melanin and ultraviolet exposure. These differences result from dihydroxyphenylalanine (DOPA), a melanin precursor synthesized at higher levels in melanocytes from darkly pigmented skin. We used both high-throughput pharmacologic and genetic in vivo CRISPR screens to determine that DOPA limits melanocyte and melanoma cell proliferation by inhibiting the muscarinic acetylcholine receptor M1 (CHRM1) signaling. Pharmacologic CHRM1 antagonism in melanoma leads to depletion of c-Myc and FOXM1, both of which are proliferation drivers associated with aggressive melanoma. In preclinical mouse melanoma models, pharmacologic inhibition of CHRM1 or FOXM1 inhibited tumor growth. CHRM1 and FOXM1 may be new therapeutic targets for melanoma."	8	35		
40696	14	archive	39	disk0/00/04/06/96	8/23/22 1:33	8/23/22 1:33	8/23/22 1:33	article	show	39	Pancreatic Cancer Patient-derived Organoids Can Predict Response to Neoadjuvant Chemotherapy	pub	9/1/22	published	10.1097/SLA.0000000000005558	https://www.ncbi.nlm.nih.gov/pubmed/35972511	35972511	none	Annals of Surgery	450-462	TRUE	Mar-32	https://repository.cshl.edu/id/eprint/40696	"OBJECTIVE: To evaluate if patient-derived organoids (PDOs) may predict response to neoadjuvant (NAT) chemotherapy in patients with pancreatic adenocarcinoma. BACKGROUND: PDOs have been explored as a biomarker of therapy response and for personalized therapeutics in patients with pancreatic cancer. METHODS: During 2017-2021, patients were enrolled into an IRB-approved protocol and PDO cultures were established. PDOs of interest were analyzed through a translational pipeline incorporating molecular profiling and drug sensitivity testing. RESULTS: One hundred thirty-six samples, including both surgical resections and fine needle aspiration/biopsy from 117 patients with pancreatic cancer were collected. This biobank included diversity in stage, sex, age, and race, with minority populations representing 1/3 of collected cases (16% Black, 9% Asian, 7% Hispanic/Latino). Among surgical specimens, PDO generation was successful in 71% (15 of 21) of patients who had received NAT prior to sample collection and in 76% (39 of 51) of patients who were untreated with chemotherapy or radiation at the time of collection. Pathological response to NAT correlated with PDO chemotherapy response, particularly oxaliplatin. We demonstrated the feasibility of a rapid PDO drug screen and generated data within 7 days of tissue resection. CONCLUSION: Herein we report a large single-institution organoid biobank, including ethnic minority samples. The ability to establish PDOs from chemotherapy-naive and post-NAT tissue enables longitudinal PDO generation to assess dynamic chemotherapy sensitivity profiling. PDOs can be rapidly screened and further development of rapid screening may aid in the initial stratification of patients to the most active NAT regimen."	276	3		
40753	9	archive	39	disk0/00/04/07/53	11/9/22 21:38	11/9/22 21:38	11/9/22 21:38	article	show	39	A synthetic KLHL20 ligand to validate CUL3KLHL20 as a potent E3 ligase for targeted protein degradation	pub	9/1/22	published	10.1101/gad.349717.122	https://www.ncbi.nlm.nih.gov/pubmed/36328355	36328355	restricted	Genes and Development	1031-1042	TRUE	0890-9369	https://repository.cshl.edu/id/eprint/40753	"Targeted protein degradation (TPD) has risen as a promising therapeutic modality. Leveraging the catalytic nature of the ubiquitin-proteasome enzymatic machinery, TPD exhibits higher potency to eliminate disease-causing target proteins such as oncogenic transcription factors that may otherwise be difficult to abrogate by conventional inhibitors. However, there are challenges that remain. Currently, nearly all degraders engage CUL4CRBN or CUL2VHL as the E3 ligase for target ubiquitination. While their immediate efficacies are evident, the narrowed E3 ligase options make TPD vulnerable to potential drug resistance. In addition, E3 ligases show differential tissue expression and have intrinsic limitations in accessing varying types of disease-relevant targets. As the success of TPD is closely associated with the ability of E3 ligases to efficiently polyubiquitinate the target of interest, the long-term outlook of TPD drug development will depend on whether E3 ligases such as CUL4CRBN and CUL2VHL are accessible to the targets of interest. To overcome these potential caveats, a broad collection of actionable E3 ligases is required. Here, we designed a macrocyclic degrader engaging CUL3KLHL20 for targeting BET proteins and validated CUL3KLHL20 as an E3 ligase system suitable for TPD. This work thus contributes to the expansion of usable E3 ligases for potential drug development."	36	17-18		
40713	15	archive	39	disk0/00/04/07/13	9/8/22 22:21	9/8/22 22:21	9/8/22 22:21	article	show	39	"Mcm2 hypomorph leads to acute leukemia or hematopoietic stem cell failure, dependent on genetic context"	pub	9/1/22	published	10.1096/fj.202200061RR	https://www.ncbi.nlm.nih.gov/pubmed/35920299	35920299	public	The FASEB Journal	e22430	TRUE	0892-6638	https://repository.cshl.edu/id/eprint/40713	"Minichromosome maintenance proteins (Mcm2-7) form a hexameric complex that unwinds DNA ahead of a replicative fork. The deficiency of Mcm proteins leads to replicative stress and consequent genomic instability. Mice with a germline insertion of a Cre cassette into the 3'UTR of the Mcm2 gene (designated Mcm2Cre ) have decreased Mcm2 expression and invariably develop precursor T-cell lymphoblastic leukemia/lymphoma (pre-T LBL), due to 100-1000 kb deletions involving important tumor suppressor genes. To determine whether mice that were protected from pre-T LBL would develop non-T-cell malignancies, we used two approaches. Mice engrafted with Mcm2Cre/Cre Lin- Sca-1+ Kit+ hematopoietic stem/progenitor cells did not develop hematologic malignancy; however, these mice died of hematopoietic stem cell failure by 6 months of age. Placing the Mcm2Cre allele onto an athymic nu/nu background completely prevented pre-T LBL and extended survival of these mice three-fold (median 296.5 vs. 80.5 days). Ultimately, most Mcm2Cre/Cre ;nu/nu mice developed B-cell precursor acute lymphoblastic leukemia (BCP-ALL). We identified recurrent deletions of 100-1000 kb that involved genes known or suspected to be involved in BCP-ALL, including Pax5, Nf1, Ikzf3, and Bcor. Moreover, whole-exome sequencing identified recurrent mutations of genes known to be involved in BCP-ALL progression, such as Jak1/Jak3, Ptpn11, and Kras. These findings demonstrate that an Mcm2Cre/Cre hypomorph can induce hematopoietic dysfunction via hematopoietic stem cell failure as well as a ""deletor"" phenotype affecting known or suspected tumor suppressor genes."	36	9	PMC9377154	
40709	21	archive	39	disk0/00/04/07/09	9/6/22 22:19	9/6/22 22:19	9/6/22 22:19	article	show	39	Iraq/Afghanistan war lung injury reflects burn pits exposure	pub	8/29/22	published	10.1038/s41598-022-18252-2	https://www.ncbi.nlm.nih.gov/pubmed/36038588	36038588	public	Scientific Reports	14671	TRUE	2045-2322	https://repository.cshl.edu/id/eprint/40709	"This descriptive case series retrospectively reviewed medical records from thirty-one previously healthy, war-fighting veterans who self-reported exposure to airborne hazards while serving in Iraq and Afghanistan between 2003 and the present. They all noted new-onset dyspnea, which began during deployment or as a military contractor. Twenty-one subjects underwent non-invasive pulmonary diagnostic testing, including maximum expiratory pressure (MEP) and impulse oscillometry (IOS). In addition, five soldiers received a lung biopsy; tissue results were compared to a previously published sample from a soldier in our Iraq Afghanistan War Lung Injury database and others in our database with similar exposures, including burn pits. We also reviewed civilian control samples (5) from the Stony Brook University database. Military personnel were referred to our International Center of Excellence in Deployment Health and Medical Geosciences, Donald and Barbara Zucker School of Medicine at Hofstra/Northwell under the auspices of Northwell IRB: 17-0140-FIMR Feinstein Institution for Medical Research ""Clinicopathologic characteristics of Iraq Afghanistan War Lung Injury."" We retrospectively examined medical records, including exposure data, radiologic imaging, and non-invasive pulmonary function testing (MGC Diagnostic Platinum Elite Plethysmograph) using the American Thoracic Society (ATS) standard interpretation based on Morgan et al., and for a limited cohort, biopsy data. Lung tissue, when available, was examined for carbonaceous particles, polycyclic aromatic hydrocarbons (Raman spectroscopy), metals, titanium connected to iron (Brookhaven National Laboratory, National Synchrotron Light Source II, Beamline 5-ID), oxidized metals, combustion temperature, inflammatory cell accumulation and fibrosis, neutrophil extracellular traps, Sirius red, Prussian Blue, as well as polarizable crystals/particulate matter/dust. Among twenty-one previously healthy, deployable soldiers with non-invasive pulmonary diagnostic tests, post-deployment, all had severely decreased MEP values, averaging 42% predicted. These same patients concurrently demonstrated abnormal airways reactance (X5Hz) and peripheral/distal airways resistance (D5-D20%) via IOS, averaging - 1369% and 23% predicted, respectively. These tests support the concept of airways hyperresponsiveness and distal airways narrowing, respectively. Among the five soldiers biopsied, all had constrictive bronchiolitis. We detected the presence of polycyclic aromatic hydrocarbons (PAH)-which are products of incomplete combustion-in the lung tissue of all five warfighters. All also had detectable titanium and iron in the lungs. Metals were all oxidized, supporting the concept of inhaling burned metals. Combustion temperature was consistent with that of burned petrol rather than higher temperatures noted with cigarettes. All were nonsmokers. Neutrophil extracellular traps were reported in two biopsies. Compared to our prior biopsies in our Middle East deployment database, these histopathologic results are similar, since all database biopsies have constrictive bronchiolitis, one has lung fibrosis with titanium bound to iron in fixed mathematical ratios of 1:7 and demonstrated polarizable crystals. These results, particularly constrictive bronchiolitis and polarizable crystals, support the prior data of King et al. (N. Engl. J. Med. 365:222-230, 2011) Soldiers in this cohort deployed to Iraq and Afghanistan since 2003, with exposure to airborne hazards, including sandstorms, burn pits, and improvised explosive devices, are at high risk for developing chronic clinical respiratory problems, including: (1) reduction in respiratory muscle strength; (2) airways hyperresponsiveness; and (3) distal airway narrowing, which may be associated with histopathologic evidence of lung damage, reflecting inhalation of burned particles from burn pits along with particulate matter/dust. Non-invasive pulmonary diagnostic tests are a predictor of burn pit-induced lung injury."	12	1	PMC9424528	
40710	12	archive	39	disk0/00/04/07/10	9/6/22 22:31	9/6/22 22:31	9/6/22 22:31	article	show	39	The Bruce effect: Representational stability and memory formation in the accessory olfactory bulb of the female mouse	pub	8/23/22	published	10.1016/j.celrep.2022.111262	https://www.ncbi.nlm.nih.gov/pubmed/36001975	36001975	public	Cell Reports	111262	TRUE	2211-1247	https://repository.cshl.edu/id/eprint/40710	"In the Bruce effect, a mated female mouse becomes resistant to the pregnancy-blocking effect of the stud. Various lines of evidence suggest that this form of behavioral imprinting results from reduced sensitivity of the female's accessory olfactory bulb (AOB) to the stud's chemosignals. However, the AOB's combinatorial code implies that diminishing responses to one individual will distort representations of other stimuli. Here, we record extracellular responses of AOB neurons in mated and unmated female mice while presenting urine stimuli from the stud and from other sources. We find that, while initial sensory responses in the AOB (within a timescale required to guide social interactions) remain stable, responses to extended stimulation (as required for eliciting the pregnancy block) display selective attenuation of stud-responsive neurons. Such temporal disassociation could allow attenuation of slow-acting endocrine processes in a stimulus-specific manner without compromising ongoing representations that guide behavior."	40	8		
40703	5	archive	39	disk0/00/04/07/03	8/30/22 21:17	8/30/22 21:17	8/30/22 21:17	article	show	39	RNA Pol II pausing facilitates phased pluripotency transitions by buffering transcription	pub	8/18/22	published	10.1101/gad.349565.122	https://www.ncbi.nlm.nih.gov/pubmed/35981753	35981753	restricted	Genes and Development		TRUE	0890-9369	https://repository.cshl.edu/id/eprint/40703	"Promoter-proximal RNA Pol II pausing is a critical step in transcriptional control. Pol II pausing has been predominantly studied in tissue culture systems. While Pol II pausing has been shown to be required for mammalian development, the phenotypic and mechanistic details of this requirement are unknown. Here, we found that loss of Pol II pausing stalls pluripotent state transitions within the epiblast of the early mouse embryo. Using Nelfb -/- mice and a NELFB degron mouse pluripotent stem cell model, we show that embryonic stem cells (ESCs) representing the naïve state of pluripotency successfully initiate a transition program but fail to balance levels of induced and repressed genes and enhancers in the absence of NELF. We found an increase in chromatin-associated NELF during transition from the naïve to later pluripotent states. Overall, our work defines the acute and long-term molecular consequences of NELF loss and reveals a role for Pol II pausing in the pluripotency continuum as a modulator of cell state transitions."				
40704	6	archive	39	disk0/00/04/07/04	8/30/22 21:43	8/30/22 21:43	8/30/22 21:43	article	show	39	Ordered and deterministic cancer genome evolution after p53 loss	pub	8/17/22	published	10.1038/s41586-022-05082-5	https://www.ncbi.nlm.nih.gov/pubmed/35978189	35978189	public	Nature		TRUE	0028-0836	https://repository.cshl.edu/id/eprint/40704	"Although p53 inactivation promotes genomic instability1 and presents a route to malignancy for more than half of all human cancers2,3, the patterns through which heterogenous TP53 (encoding human p53) mutant genomes emerge and influence tumorigenesis remain poorly understood. Here, in a mouse model of pancreatic ductal adenocarcinoma that reports sporadic p53 loss of heterozygosity before cancer onset, we find that malignant properties enabled by p53 inactivation are acquired through a predictable pattern of genome evolution. Single-cell sequencing and in situ genotyping of cells from the point of p53 inactivation through progression to frank cancer reveal that this deterministic behaviour involves four sequential phases-Trp53 (encoding mouse p53) loss of heterozygosity, accumulation of deletions, genome doubling, and the emergence of gains and amplifications-each associated with specific histological stages across the premalignant and malignant spectrum. Despite rampant heterogeneity, the deletion events that follow p53 inactivation target functionally relevant pathways that can shape genomic evolution and remain fixed as homogenous events in diverse malignant populations. Thus, loss of p53-the 'guardian of the genome'-is not merely a gateway to genetic chaos but, rather, can enable deterministic patterns of genome evolution that may point to new strategies for the treatment of TP53-mutant tumours."				
40712	5	archive	39	disk0/00/04/07/12	9/8/22 22:02	9/8/22 22:02	9/8/22 22:02	article	show	39	Solid-basaloid variant of adenoid cystic carcinoma of the breast with near complete response to neoadjuvant chemotherapy	pub	8/11/22	published	10.1038/s41523-022-00469-z	https://www.ncbi.nlm.nih.gov/pubmed/35953528	35953528	public	npj Breast Cancer	93	TRUE	2374-4677	https://repository.cshl.edu/id/eprint/40712	"Breast adenoid cystic carcinoma (AdCC) is a rare subtype of triple negative breast cancer. Two morphologic variants are described, namely classic AdCC (C-AdCC) and solid basaloid (SB-AdCC). Recent studies have shown that the SB-AdCC variant has significantly worse prognosis than C-AdCC. Due to the rarity of SB-AdCC, no standard recommendations are available for its management. Data on the use and benefit of chemotherapy in patients with SB-AdCC are sparse and the response to neoadjuvant chemotherapy has not been reported. We present the clinical and pathologic findings of a patient with SB-AdCC treated with neoadjuvant chemotherapy who achieved a remarkable pathologic response."	8	1	PMC9372162	
40701	8	archive	39	disk0/00/04/07/01	8/23/22 22:04	8/23/22 22:04	8/23/22 22:04	article	show	39	When the levee of sympathetic outflow breaks	pub	8/9/22	published	10.1016/j.immuni.2022.07.009	https://www.ncbi.nlm.nih.gov/pubmed/35947976	35947976	none	Immunity	1334-1336	TRUE	1074-7613	https://repository.cshl.edu/id/eprint/40701	"In this issue of Immunity, Bi et al. identify a microglia-neuron signaling axis that is critical for maintaining central control of the sympathetic nervous system. They find that platelet growth factor B released by microglia acts on neurons via PDGFRα to regulate sympathetic outflow. Disrupting this pathway leads to neuronal excitability, highlighting a promising therapeutic target to modulate sympathetic outflow and reduce hypertension."	55	8		
